region,year,chinook_salmon,sockeye_salmon,coho_salmon,pink_salmon,chum_salmon,source,total_salmon,observation_id,source_cor,mgmt_area,area_class,lon,lat
CKI,1968,5,1200,475,2864,1194,individual,5738,478,individual,Cook Inlet Management Area,mgmtArea,-151,60
CHG,1968,1,878,2,1291,224,regional,2396,479,regional,Chignik Management Area,mgmtArea,-158.5,56.3
CHG,1968,1,878,2,1291,224,individual,2396,479,individual,Chignik Management Area,mgmtArea,-158.5,56.3
KOD,1968,2,760,57,8768,750,regional,10337,480,regional,Kodiak Management Area,mgmtArea,-152.5,57.5
SOP,1968,1,700,31,1285,325,regional,2342,481,regional,South Peninsula Subarea,subarea,-162,54.5
COP,1968,10,573,231,4,0,regional,818,482,regional,Copper River Subarea,subarea,-145,60.5
COP,1968,10,573,231,4,0,local,818,482,local,Copper River Subarea,subarea,-145,60.5
NSE,1968,218,441,762,9882,1367,individual,12670,483,individual,Northern Southeast Alaska,mgmtArea,-134.5,58.5
NSE,1968,218,441,762,9882,1367,regional,12670,483,regional,Northern Southeast Alaska,mgmtArea,-134.5,58.5
SSE,1968,110,309,658,15201,1263,local,17541,484,local,Southern Southeast Alaska,mgmtArea,-132.5,55.5
SSE,1968,110,309,658,15201,1263,regional,17541,484,regional,Southern Southeast Alaska,mgmtArea,-132.5,55.5
SSE,1968,110,309,658,15201,1263,individual,17541,484,individual,Southern Southeast Alaska,mgmtArea,-132.5,55.5
NOP,1968,4,237,65,0,74,regional,380,485,regional,NorthPeninsual Subarea,subarea,-159,56.5
NOP,1968,4,237,65,0,74,individual,380,485,individual,NorthPeninsual Subarea,subarea,-159,56.5
PWS,1968,2,122,12,2452,343,individual,2931,486,individual,Prince William Sound Subarea,subarea,-148,60.8
PWS,1968,2,122,12,2452,343,regional,2931,486,regional,Prince William Sound Subarea,subarea,-148,60.8
PWS,1968,2,122,12,2452,343,local,2931,486,local,Prince William Sound Subarea,subarea,-148,60.8
YAK,1968,4,81,122,2,14,local,223,487,local,Yakutat,mgmtArea,-140,59.5
YAK,1968,4,81,122,2,14,individual,223,487,individual,Yakutat,mgmtArea,-140,59.5
YAK,1968,4,81,122,2,14,regional,223,487,regional,Yakutat,mgmtArea,-140,59.5
BER,1968,0,26,67,0,0,regional,93,488,regional,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
KSK,1968,43,6,154,76,20,individual,299,489,individual,Kuskokwim Management Area,mgmtArea,-161.5,60
ALU,1968,0,3,0,894,1,regional,898,490,regional,Aleutian Islands Subarea,subarea,-170,53
YUK,1968,107,0,13,13,67,local,200,491,local,Yukon Management Area,mgmtArea,-164,62
YUK,1968,107,0,13,13,67,individual,200,491,individual,Yukon Management Area,mgmtArea,-164,62
YUK,1968,107,0,13,13,67,regional,200,491,regional,Yukon Management Area,mgmtArea,-164,62
NRS,1968,1,0,7,71,45,individual,124,492,individual,Norton Sound Management Area,mgmtArea,-162,64.5
NRS,1968,1,0,7,71,45,regional,124,492,regional,Norton Sound Management Area,mgmtArea,-162,64.5
KTZ,1968,0,0,0,0,30,local,30,493,local,Kotzebue Management Area,mgmtArea,-163.5,66
KTZ,1968,0,0,0,0,30,individual,30,493,individual,Kotzebue Management Area,mgmtArea,-163.5,66
BRB,1967,117,4331,54,1,476,local,4979,494,local,Bristol Bay Management Area,mgmtArea,-158,58.5
BRB,1967,117,4331,54,1,476,regional,4979,494,regional,Bristol Bay Management Area,mgmtArea,-158,58.5
CKI,1967,8,1409,180,408,382,regional,2387,495,regional,Cook Inlet Management Area,mgmtArea,-151,60
CKI,1967,8,1409,180,408,382,local,2387,495,local,Cook Inlet Management Area,mgmtArea,-151,60
SSE,1967,108,580,169,642,290,regional,1789,496,regional,Southern Southeast Alaska,mgmtArea,-132.5,55.5
SSE,1967,108,580,169,642,290,individual,1789,496,individual,Southern Southeast Alaska,mgmtArea,-132.5,55.5
COP,1967,10,508,161,1,0,regional,680,497,regional,Copper River Subarea,subarea,-145,60.5
COP,1967,10,508,161,1,0,local,680,497,local,Copper River Subarea,subarea,-145,60.5
CHG,1967,1,468,9,109,76,regional,663,498,regional,Chignik Management Area,mgmtArea,-158.5,56.3
KOD,1967,2,309,10,188,227,local,736,499,local,Kodiak Management Area,mgmtArea,-152.5,57.5
KOD,1967,2,309,10,188,227,individual,736,499,individual,Kodiak Management Area,mgmtArea,-152.5,57.5
KOD,1967,2,309,10,188,227,regional,736,499,regional,Kodiak Management Area,mgmtArea,-152.5,57.5
NSE,1967,191,303,577,2437,1516,local,5024,500,local,Northern Southeast Alaska,mgmtArea,-134.5,58.5
NSE,1967,191,303,577,2437,1516,individual,5024,500,individual,Northern Southeast Alaska,mgmtArea,-134.5,58.5
NSE,1967,191,303,577,2437,1516,regional,5024,500,regional,Northern Southeast Alaska,mgmtArea,-134.5,58.5
SOP,1967,2,297,3,78,239,individual,619,501,individual,South Peninsula Subarea,subarea,-162,54.5
SOP,1967,2,297,3,78,239,regional,619,501,regional,South Peninsula Subarea,subarea,-162,54.5
NOP,1967,6,225,47,1,41,local,320,502,local,NorthPeninsual Subarea,subarea,-159,56.5
YAK,1967,2,88,120,33,4,regional,247,503,regional,Yakutat,mgmtArea,-140,59.5
PWS,1967,4,46,41,2626,274,individual,2991,504,individual,Prince William Sound Subarea,subarea,-148,60.8
PWS,1967,4,46,41,2626,274,regional,2991,504,regional,Prince William Sound Subarea,subarea,-148,60.8
BER,1967,0,12,46,0,0,local,58,505,local,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
BER,1967,0,12,46,0,0,individual,58,505,individual,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
KSK,1967,30,1,58,0,8,regional,97,506,regional,Kuskokwim Management Area,mgmtArea,-161.5,60
KSK,1967,30,1,58,0,8,local,97,506,local,Kuskokwim Management Area,mgmtArea,-161.5,60
YUK,1967,129,0,11,11,49,local,200,507,local,Yukon Management Area,mgmtArea,-164,62
NRS,1967,2,0,2,29,42,local,75,508,local,Norton Sound Management Area,mgmtArea,-162,64.5
KTZ,1967,0,0,0,0,29,regional,29,509,regional,Kotzebue Management Area,mgmtArea,-163.5,66
KTZ,1967,0,0,0,0,29,individual,29,509,individual,Kotzebue Management Area,mgmtArea,-163.5,66
KTZ,1967,0,0,0,0,29,local,29,509,local,Kotzebue Management Area,mgmtArea,-163.5,66
ALU,1967,0,0,0,8,0,regional,8,510,regional,Aleutian Islands Subarea,subarea,-170,53
ALU,1967,0,0,0,8,0,local,8,510,local,Aleutian Islands Subarea,subarea,-170,53
ALU,1967,0,0,0,8,0,individual,8,510,individual,Aleutian Islands Subarea,subarea,-170,53
BRB,1966,77,9314,34,2493,343,individual,12261,511,individual,Bristol Bay Management Area,mgmtArea,-158,58.5
CKI,1966,10,1867,295,2586,661,local,5419,512,local,Cook Inlet Management Area,mgmtArea,-151,60
CKI,1966,10,1867,295,2586,661,individual,5419,512,individual,Cook Inlet Management Area,mgmtArea,-151,60
COP,1966,11,1006,116,1,0,regional,1134,513,regional,Copper River Subarea,subarea,-145,60.5
COP,1966,11,1006,116,1,0,individual,1134,513,individual,Copper River Subarea,subarea,-145,60.5
KOD,1966,1,632,68,10756,763,regional,12220,514,regional,Kodiak Management Area,mgmtArea,-152.5,57.5
SOP,1966,1,606,6,302,485,local,1400,515,local,South Peninsula Subarea,subarea,-162,54.5
